Lemma,Sense,SuperSense,POS_Tag,Definition,Head,HeadAmod,Gender,Examples
carver,carver.n.01,noun.person,n,United States botanist and agricultural chemist who developed many uses for peanuts and soy beans and sweet potatoes (1864-1943),States,,,[]
carver,woodcarver.n.01,noun.person,n,makes decorative wooden panels,makes,,,[]
carver,sculptor.n.01,noun.person,n,an artist who creates sculptures,artist,,,[]
carver,cutter.n.02,noun.person,n,someone who carves the meat,someone,,,[]
cary_grant,grant.n.05,noun.person,n,United States actor (born in England) who was the elegant leading man in many films (1904-1986),actor,,,[]
casals,casals.n.01,noun.person,n,an outstanding Spanish cellist noted for his interpretation of Bach's cello suites (1876-1973),noted,,,[]
casanova,casanova.n.01,noun.person,n,an Italian adventurer who wrote vivid accounts of his sexual encounters (1725-1798),adventurer,,,[]
casanova,casanova.n.02,noun.person,n,any man noted for his amorous adventures,noted,,,[]
casanova_de_seingalt,casanova.n.01,noun.person,n,an Italian adventurer who wrote vivid accounts of his sexual encounters (1725-1798),adventurer,,,[]
case,case.n.06,noun.person,n,a person requiring professional services,person,,,['a typical case was the suburban housewife described by a marriage counselor']
case,subject.n.06,noun.person,n,a person who is subjected to experimental or other observational procedures; someone who is an object of investigation,person,,,"['the subjects for this investigation were selected randomly', 'the cases that we studied were drawn from two different communities']"
case,character.n.05,noun.person,n,a person of a specified kind (usually with many eccentricities),person,,,"['a real character', 'a strange character', 'a friendly eccentric', 'the capable type', 'a mental case']"
case_officer,case_officer.n.01,noun.person,n,an operative who also serves as an official staffer of an intelligence service,operative,,,[]
caseworker,social_worker.n.01,noun.person,n,someone employed to provide social services (especially to the disadvantaged),someone,,,[]
casey_jones,jones.n.02,noun.person,n,United States railroad engineer who died trying to stop his train from crashing into another train; a friend wrote a famous ballad describing the incident (1864-1900),engineer,,,[]
casey_stengel,stengel.n.01,noun.person,n,United States baseball manager (1890-1975),manager,,,[]
cash,cash.n.03,noun.person,n,United States country music singer and songwriter (1932-2003),States,,,[]
cashier,teller.n.03,noun.person,n,an employee of a bank who receives and pays out money,employee,,,[]
cashier,cashier.n.02,noun.person,n,a person responsible for receiving payments for goods and services (as in a shop or restaurant),person,,,[]
casimir_funk,funk.n.02,noun.person,n,United States biochemist (born in Poland) who showed that several diseases were caused by dietary deficiencies and who coined the term `vitamin' for the chemicals involved (1884-1967),biochemist,,,[]
caspar,caspar.n.01,noun.person,n,(New Testament) one of the three sages from the east who came bearing gifts for the infant Jesus,Testament,,,[]
caspar_bartholin,bartholin.n.01,noun.person,n,Danish physician who discovered Bartholin's gland (1585-1629),physician,,,[]
cass_gilbert,gilbert.n.05,noun.person,n,United States architect who influenced the development of the skyscraper (1859-1934),architect,,,[]
cassandra,cassandra.n.01,noun.person,n,(Greek mythology) a prophetess in Troy during the Trojan War whose predictions were true but were never believed,mythology,,,[]
cassiopeia,cassiopeia.n.01,noun.person,n,(Greek mythology) the wife of Cepheus and mother of Andromeda,mythology,,,[]
cassirer,cassirer.n.01,noun.person,n,German philosopher concerned with concept formation in the human mind and with symbolic forms in human culture generally (1874-1945),concerned,,,[]
cassite,kassite.n.01,noun.person,n,a member of an ancient people who ruled Babylonia between 1600 and 1200 BC,member,,,[]
cassius,cassius.n.01,noun.person,n,prime mover in the conspiracy against Julius Caesar (died in 42 BC),mover,,,[]
cassius_clay,ali.n.01,noun.person,n,United States prizefighter who won the world heavyweight championship three times (born in 1942),prizefighter,,,[]
cassius_longinus,cassius.n.01,noun.person,n,prime mover in the conspiracy against Julius Caesar (died in 42 BC),mover,,,[]
cassius_marcellus_clay,ali.n.01,noun.person,n,United States prizefighter who won the world heavyweight championship three times (born in 1942),prizefighter,,,[]
castaway,outcast.n.01,noun.person,n,a person who is rejected (from society or home),person,,,[]
castaway,castaway.n.02,noun.person,n,a shipwrecked person,person,,,[]
caster,caster.n.01,noun.person,n,a worker who casts molten metal into finished products,worker,,,[]
castillian,castillian.n.01,noun.person,n,a native or inhabitant of Castile,a,,,[]
castrate,eunuch.n.01,noun.person,n,a man who has been castrated and is incapable of reproduction,man,,M,['eunuchs guarded the harem']
castrato,castrato.n.01,noun.person,n,a male singer who was castrated before puberty and retains a soprano or alto voice,singer,male,M,[]
castro,castro.n.01,noun.person,n,Cuban socialist leader who overthrew a dictator in 1959 and established a Marxist socialist state in Cuba (born in 1927),leader,,,[]
casualty,casualty.n.01,noun.person,n,someone injured or killed or captured or missing in a military engagement,injured,,,[]
casualty,casualty.n.02,noun.person,n,someone injured or killed in an accident,someone,,,[]
casuist,casuist.n.01,noun.person,n,someone whose reasoning is subtle and often specious,someone,,,[]
cat,guy.n.01,noun.person,n,an informal term for a youth or man,term,,,"['a nice guy', ""the guy's only doing it for some doll""]"
cat,cat.n.03,noun.person,n,a spiteful woman gossip,woman,,F,['what a cat she is!']
cat's-paw,instrument.n.03,noun.person,n,a person used by another to gain an end,used,,,[]
cat_burglar,housebreaker.n.01,noun.person,n,a burglar who unlawfully breaks into and enters another person's house,burglar,,,[]
cat_fancier,cat_fancier.n.01,noun.person,n,a person who breeds and cares for cats,person,,,[]
cataloger,cataloger.n.01,noun.person,n,a librarian who classifies publication according to a categorial system,librarian,,,[]
cataloguer,cataloger.n.01,noun.person,n,a librarian who classifies publication according to a categorial system,librarian,,,[]
catalyst,catalyst.n.02,noun.person,n,something that causes an important event to happen,something,,,['the invasion acted as a catalyst to unite the country']
catamite,catamite.n.01,noun.person,n,a boy who submits to a sexual relationship with a man,boy,,M,[]
catawba,catawba.n.01,noun.person,n,a member of the Siouan people formerly living in the Carolinas,member,,,[]
catch,catch.n.03,noun.person,n,a person regarded as a good matrimonial prospect,regarded,,,[]
catcher,catcher.n.01,noun.person,n,(baseball) the person who plays the position of catcher,baseball,,,[]
catechist,catechist.n.01,noun.person,n,one who instructs catechumens in preparation for baptism (especially one using a catechism),one,,,[]
catechumen,catechumen.n.01,noun.person,n,a new convert being taught the principles of Christianity by a catechist,convert,,,[]
caterer,caterer.n.01,noun.person,n,someone who provides food and service (as for a party),someone,,,[]
cather,cather.n.01,noun.person,n,United States writer who wrote about frontier life (1873-1947),writer,,,[]
catherine,catherine_of_aragon.n.01,noun.person,n,first wife of Henry VIII; Henry VIII's divorce from her was the initial step of the Reformation in England (1485-1536),wife,,F,[]
catherine,catherine_ii.n.01,noun.person,n,empress of Russia who greatly increased the territory of the empire (1729-1796),empress,,M,[]
catherine_de_medicis,catherine_de_medicis.n.01,noun.person,n,queen of France as the wife of Henry II and regent during the minority of her son Charles IX (1519-1589),queen,,F,[]
catherine_howard,howard.n.02,noun.person,n,Queen of England as the fifth wife of Henry VIII who was accused of adultery and executed (1520-1542),Queen,,,[]
catherine_i,catherine_i.n.01,noun.person,n,empress of Russia who succeeded her husband Peter the Great (1684-1727),empress,,M,[]
catherine_ii,catherine_ii.n.01,noun.person,n,empress of Russia who greatly increased the territory of the empire (1729-1796),empress,,M,[]
catherine_of_aragon,catherine_of_aragon.n.01,noun.person,n,first wife of Henry VIII; Henry VIII's divorce from her was the initial step of the Reformation in England (1485-1536),wife,,F,[]
catherine_parr,parr.n.01,noun.person,n,Queen of England as the 6th wife of Henry VIII (1512-1548),Queen,,,[]
catherine_the_great,catherine_ii.n.01,noun.person,n,empress of Russia who greatly increased the territory of the empire (1729-1796),empress,,M,[]
catholic_pope,pope.n.01,noun.person,n,the head of the Roman Catholic Church,head,,,[]
catholicos,catholicos.n.01,noun.person,n,the ecclesiastical title of the leaders of the Nestorian and Armenian churches,title,,,[]
cattell,cattell.n.01,noun.person,n,American psychologist (born in England) who developed a broad theory of human behavior based on multivariate research (1905-1998),psychologist,,,[]
cattell,cattell.n.02,noun.person,n,American psychologist and editor (1860-1944),psychologist,,,[]
cattle_thief,rustler.n.01,noun.person,n,someone who steals livestock (especially cattle),someone,,,[]
cattleman,cattleman.n.01,noun.person,n,a man who raises (or tends) cattle,man,,M,[]
cattleman,cowboy.n.01,noun.person,n,a hired hand who tends cattle and performs other duties on horseback,hand,,,[]
catullus,catullus.n.01,noun.person,n,Roman lyric poet remembered for his love poems to an aristocratic Roman woman (84-54 BC),remembered,,,[]
caucasian_race,white_race.n.01,noun.person,n,a light-skinned race,race,,,[]
caucasoid_race,white_race.n.01,noun.person,n,a light-skinned race,race,,,[]
cavalryman,cavalryman.n.01,noun.person,n,a soldier in a motorized army unit,soldier,,M,[]
cavalryman,cavalryman.n.02,noun.person,n,a soldier mounted on horseback,mounted,,,['a cavalryman always takes good care of his mount']
cave_dweller,caveman.n.01,noun.person,n,someone who lives in a cave,someone,,,[]
cave_man,caveman.n.01,noun.person,n,someone who lives in a cave,someone,,,[]
cavell,cavell.n.01,noun.person,n,English nurse who remained in Brussels after the German occupation in order to help Allied prisoners escape; was caught and executed by the Germans (1865-1915),caught,,,[]
caveman,caveman.n.01,noun.person,n,someone who lives in a cave,someone,,,[]
cavendish,cavendish.n.01,noun.person,n,British chemist and physicist who established that water is a compound of hydrogen and oxygen and who calculated the density of the earth (1731-1810),chemist,,,[]
caviler,quibbler.n.01,noun.person,n,a disputant who quibbles; someone who raises annoying petty objections,disputant,,,[]
caviller,quibbler.n.01,noun.person,n,a disputant who quibbles; someone who raises annoying petty objections,disputant,,,[]
caxton,caxton.n.01,noun.person,n,English printer who in 1474 printed the first book in English (1422-1491),printer,,,[]
cayuga,cayuga.n.01,noun.person,n,a member of an Iroquoian people formerly living around Cayuga Lake in New York State,member,,,[]
cebuan,cebuan.n.01,noun.person,n,inhabitant of the island of Cebu; a member of the Visayan people of the Philippines,inhabitant,,,[]
cecil_b._demille,demille.n.01,noun.person,n,United States film maker remembered for his extravagant and spectacular epic productions (1881-1959),remembered,,,[]
cecil_blount_demille,demille.n.01,noun.person,n,United States film maker remembered for his extravagant and spectacular epic productions (1881-1959),remembered,,,[]
cecil_frank_powell,powell.n.02,noun.person,n,English physicist who discovered the pion (the first known meson) which is a subatomic particle involved in holding the nucleus together (1903-1969),physicist,,,[]
cecil_j._rhodes,rhodes.n.01,noun.person,n,British colonial financier and statesman in South Africa; made a fortune in gold and diamond mining; helped colonize the territory now known as Zimbabwe; he endowed annual fellowships for British Commonwealth and United States students to study at Oxford University (1853-1902),colonize,,,[]
cecil_john_rhodes,rhodes.n.01,noun.person,n,British colonial financier and statesman in South Africa; made a fortune in gold and diamond mining; helped colonize the territory now known as Zimbabwe; he endowed annual fellowships for British Commonwealth and United States students to study at Oxford University (1853-1902),colonize,,,[]
