Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
antoninus,antoninus.n.01,noun.person,n,Emperor of Rome; nephew and son-in-law and adoptive son of Antonius Pius; Stoic philosopher; the decline of the Roman Empire began under Marcus Aurelius (121-180),[],Emperor,,M
antonio_allegri_da_correggio,correggio.n.01,noun.person,n,Italian painter noted for his use of chiaroscuro and perspective (1494-1534),[],,,N
antonio_gaudi,gaudi.n.01,noun.person,n,Spanish architect who was a leading exponent of art nouveau in Europe (1852-1926),[],,,N
antonio_gaudi_i_cornet,gaudi.n.01,noun.person,n,Spanish architect who was a leading exponent of art nouveau in Europe (1852-1926),[],,,N
antonio_ghislieri,pius_v.n.01,noun.person,n,Italian pope from 1566 to 1572 who led the reformation of the Roman Catholic Church; he excommunicated Elizabeth I (1504-1572),[],,,N
antonio_lopez_de_santa_ana,santa_anna.n.01,noun.person,n,Mexican general who tried to crush the Texas revolt and who lost battles to Winfield Scott and Zachary Taylor in the Mexican War (1795-1876),[],,,N
antonio_lopez_de_santa_anna,santa_anna.n.01,noun.person,n,Mexican general who tried to crush the Texas revolt and who lost battles to Winfield Scott and Zachary Taylor in the Mexican War (1795-1876),[],,,N
antonio_lucio_vivaldi,vivaldi.n.01,noun.person,n,Italian baroque composer and violinist (1675-1741),[],,,N
antonio_pignatelli,innocent_xii.n.01,noun.person,n,Italian pope from 1691 to 1700 who abolished nepotism within the church hierarchy and was universally loved for his charity and piety,[],,,N
antonio_stradivari,stradivari.n.01,noun.person,n,Italian violin maker who developed the modern violin and created violins of unequaled tonal quality (1644?-1737),[],,,N
antonio_vivaldi,vivaldi.n.01,noun.person,n,Italian baroque composer and violinist (1675-1741),[],,,N
antonius,antony.n.01,noun.person,n,Roman general under Julius Caesar in the Gallic wars; repudiated his wife for the Egyptian queen Cleopatra; they were defeated by Octavian at Actium (83-30 BC),[],,,N
antonius_pius,antonius_pius.n.01,noun.person,n,Emperor of Rome; adoptive son of Hadrian (86-161),[],Emperor,,M
antonius_stradivarius,stradivari.n.01,noun.person,n,Italian violin maker who developed the modern violin and created violins of unequaled tonal quality (1644?-1737),[],,,N
antony,antony.n.01,noun.person,n,Roman general under Julius Caesar in the Gallic wars; repudiated his wife for the Egyptian queen Cleopatra; they were defeated by Octavian at Actium (83-30 BC),[],,,N
antony_tudor,tudor.n.02,noun.person,n,United States dancer and choreographer (born in England) (1909-1987),[],,,
antum,antum.n.01,noun.person,n,Babylonian consort of Anu,[],,,M
anu,anu.n.01,noun.person,n,Babylonian god of the sky; one of the supreme triad including Bel and Ea,[],,,
anubis,anubis.n.01,noun.person,n,Egyptian god of tombs and ruler of the underworld; usually depicted as a man with the head of a jackal,[],,,
anunnaki,anunnaki.n.01,noun.person,n,any of a group of powerful Babylonian earth spirits or genii; servitors of the gods,[],,,
anwar_el-sadat,sadat.n.01,noun.person,n,Egyptian statesman who (as president of Egypt) negotiated a peace treaty with Menachem Begin (then prime minister of Israel) (1918-1981),[],,,
anwar_sadat,sadat.n.01,noun.person,n,Egyptian statesman who (as president of Egypt) negotiated a peace treaty with Menachem Begin (then prime minister of Israel) (1918-1981),[],,,
anzac,anzac.n.01,noun.person,n,a soldier in the Australian and New Zealand army corps during World War I,[],,,N
apache,apache.n.01,noun.person,n,any member of Athapaskan tribes that migrated to the southwestern desert (from Arizona to Texas and south into Mexico); fought a losing battle from 1861 to 1886 with the United States and were resettled in Oklahoma,[],member,,N
apache,apache.n.02,noun.person,n,a Parisian gangster,[],,,N
ape,copycat.n.01,noun.person,n,someone who copies the words or behavior of another,[],someone,,N
ape,anthropoid.n.01,noun.person,n,person who resembles a nonhuman primate,[],person,,N
ape-man,missing_link.n.01,noun.person,n,hypothetical organism formerly thought to be intermediate between apes and human beings,[],,,
ape-man,ape-man.n.02,noun.person,n,a person assumed to have been raised by apes,[],person,,N
aper,copycat.n.01,noun.person,n,someone who copies the words or behavior of another,[],someone,,N
aphorist,aphorist.n.01,noun.person,n,someone who formulates aphorisms or who repeats aphorisms,[],someone,,N
aphrodite,aphrodite.n.01,noun.person,n,goddess of love and beauty and daughter of Zeus in ancient mythology; identified with Roman Venus,[],goddess,,F
apiarist,beekeeper.n.01,noun.person,n,a farmer who keeps bees for their honey,[],,,N
apiculturist,beekeeper.n.01,noun.person,n,a farmer who keeps bees for their honey,[],,,N
apollinaire,apollinaire.n.01,noun.person,n,French poet; precursor of surrealism (1880-1918),[],,,
apollo,apollo.n.01,noun.person,n,(Greek mythology) Greek god of light; god of prophecy and poetry and music and healing; son of Zeus and Leto; twin brother of Artemis,[],,,
apologist,apologist.n.01,noun.person,n,a person who argues to defend or justify some policy or institution,['an apologist for capital punishment'],person,,N
apostelic_father,apostle.n.02,noun.person,n,any important early teacher of Christianity or a Christian missionary to a people,[],,,N
apostle,apostle.n.01,noun.person,n,an ardent early supporter of a cause or reform,['an apostle of revolution'],,,N
apostle,apostle.n.02,noun.person,n,any important early teacher of Christianity or a Christian missionary to a people,[],,,N
apostle,apostle.n.03,noun.person,n,(New Testament) one of the original 12 disciples chosen by Christ to preach his gospel,[],,,
apostle_of_germany,boniface.n.01,noun.person,n,(Roman Catholic Church) Anglo-Saxon missionary who was sent to Frisia and Germany to spread the Christian faith; was martyred in Frisia (680-754),[],,,
apostle_of_the_gentiles,paul.n.02,noun.person,n,(New Testament) a Christian missionary to the Gentiles; author of several Epistles in the New Testament; even though Paul was not present at the Last Supper he is considered an Apostle,"[""Paul's name was Saul prior to his conversion to Christianity""]",,,
apostle_paul,paul.n.02,noun.person,n,(New Testament) a Christian missionary to the Gentiles; author of several Epistles in the New Testament; even though Paul was not present at the Last Supper he is considered an Apostle,"[""Paul's name was Saul prior to his conversion to Christianity""]",,,
apostolic_delegate,apostolic_delegate.n.01,noun.person,n,(Roman Catholic Church) a representative of the Holy See in a country that has no formal diplomatic relations with it,[],,,
apothecary,pharmacist.n.01,noun.person,n,a health professional trained in the art of preparing and dispensing drugs,[],,,
apotheosis,ideal.n.02,noun.person,n,model of excellence or perfection of a kind; one having no equal,[],,,N
appalachians,appalachian.n.01,noun.person,n,a native or inhabitant of Appalachia,[],,,
apparatchik,apparatchik.n.01,noun.person,n,a humorous but derogatory term for an official of a large organization (especially a political organization),['Democratic apparatchiks'],,,
apparatchik,apparatchik.n.02,noun.person,n,a communist who was a member of the administrative system of a communist party,[],,,
apparition,apparition.n.01,noun.person,n,a ghostly appearing figure,['we were unprepared for the apparition that confronted us'],,,N
appeaser,appeaser.n.01,noun.person,n,someone who tries to bring peace by acceding to demands; --Winston Churchill,['An appeaser is one who feeds a crocodile--hoping it will eat him last'],someone,,N
applauder,clapper.n.01,noun.person,n,someone who applauds,[],someone,,N
apple_polisher,apple_polisher.n.01,noun.person,n,someone who humbles himself as a sign of respect; who behaves as if he had no self-respect,[],someone,,N
appleton,appleton.n.01,noun.person,n,English physicist remembered for his studies of the ionosphere (1892-1966),[],,,N
applicant,applicant.n.01,noun.person,n,a person who requests or seeks something such as assistance or employment or admission,[],person,,N
applied_scientist,engineer.n.01,noun.person,n,a person who uses scientific knowledge to solve practical problems,[],person,,N
applier,applicant.n.01,noun.person,n,a person who requests or seeks something such as assistance or employment or admission,[],person,,N
appointee,appointee.n.01,noun.person,n,an official who is appointed,[],,,N
appointee,appointee.n.02,noun.person,n,a person who is appointed to a job or position,[],person,,N
appointment,appointee.n.02,noun.person,n,a person who is appointed to a job or position,[],person,,N
appraiser,appraiser.n.01,noun.person,n,one who estimates officially the worth or value or quality of things,[],one,,N
appraiser,appraiser.n.02,noun.person,n,one who determines authenticity (as of works of art) or who guarantees validity,[],one,,N
appreciator,appreciator.n.01,noun.person,n,a person who is fully aware of something and understands it,['he is not an appreciator of our dilemma'],person,,N
apprehender,knower.n.01,noun.person,n,a person who knows or apprehends,[],person,,N
apprehender,apprehender.n.02,noun.person,n,a person who seizes or arrests (especially a person who seizes or arrests in the name of justice),[],person,,N
apprentice,apprentice.n.01,noun.person,n,works for an expert to learn a trade,[],,,
appropriator,appropriator.n.01,noun.person,n,someone who takes for his or her own use (especially without permission),[],someone,,N
approver,approver.n.01,noun.person,n,an authority with power to approve,[],,,
april_fool,april_fool.n.01,noun.person,n,the butt of a prank played on April 1st,[],,,N
apsu,apsu.n.01,noun.person,n,father of the gods and consort of Tiamat,[],father,,M
aquanaut,skin-diver.n.01,noun.person,n,an underwater swimmer equipped with a face mask and foot fins and either a snorkel or an air cylinder,[],,,N
aquanaut,aquanaut.n.02,noun.person,n,a skilled worker who can live in underwater installations and participate in scientific research,[],,,N
aquarius,aquarius.n.01,noun.person,n,(astrology) a person who is born while the sun is in Aquarius,[],,,
aquinas,aquinas.n.01,noun.person,n,(Roman Catholic Church) Italian theologian and Doctor of the Church who is remembered for his attempt to reconcile faith and reason in a comprehensive theology; presented philosophical proofs of the existence of God (1225-1274),[],,,
arab,arab.n.01,noun.person,n,a member of a Semitic people originally from the Arabian peninsula and surrounding territories who speaks Arabic and who inhabits much of the Middle East and northern Africa,[],member,,N
arab_chief,sheik.n.01,noun.person,n,the leader of an Arab village or family,[],,,N
arabist,arabist.n.01,noun.person,n,a scholar who specializes in Arab languages and culture,[],,,N
arafat,arafat.n.01,noun.person,n,Palestinian statesman who was chairman of the Palestine Liberation Organization (1929-2004),[],,,M
aragon,aragon.n.01,noun.person,n,French writer who generalized surrealism to literature (1897-1982),[],,,
aram_ilich_khachaturian,khachaturian.n.01,noun.person,n,Russian composer (born in Armenia) whose works are romantic and reflect his interest in folk music (1903-1978),[],,,N
aram_kachaturian,kachaturian.n.01,noun.person,n,Armenian composer who incorporated oriental folk music (1903-1978),[],,,N
aram_khachaturian,khachaturian.n.01,noun.person,n,Russian composer (born in Armenia) whose works are romantic and reflect his interest in folk music (1903-1978),[],,,N
arapaho,arapaho.n.01,noun.person,n,a member of a tribe of Plains Indians formerly inhabiting eastern Colorado and Wyoming (now living in Oklahoma and Wyoming),[],member,,N
arapahoe,arapaho.n.01,noun.person,n,a member of a tribe of Plains Indians formerly inhabiting eastern Colorado and Wyoming (now living in Oklahoma and Wyoming),[],member,,N
arawak,arawak.n.01,noun.person,n,a member of a widespread group of Amerindians living in northeastern South America,[],member,,N
arawn,arawn.n.01,noun.person,n,Celtic deity who was the lord of Annwfn (the other world or the land of fairies),[],,,
arb,arbitrageur.n.01,noun.person,n,someone who engages in arbitrage (who purchases securities in one market for immediate resale in another in the hope of profiting from the price differential),[],someone,,N
arbiter,arbiter.n.01,noun.person,n,someone with the power to settle matters at will,['she was the final arbiter on all matters of fashion'],,,
arbiter,arbiter.n.02,noun.person,n,someone chosen to judge and decide a disputed issue,"['the critic was considered to be an arbiter of modern literature', ""the arbitrator's authority derived from the consent of the disputants"", 'an umpire was appointed to settle the tax case']",someone,,N
arbitrager,arbitrageur.n.01,noun.person,n,someone who engages in arbitrage (who purchases securities in one market for immediate resale in another in the hope of profiting from the price differential),[],someone,,N
